id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1738,37.0,unemployed,single,secondary,,no,1354.0,yes,n,unknown,4,jun,207,4.0,-1,0.0,unknown,no
1739,26.0,entrepreneur,married,tertiary,,no,37.0,yes,yes,cellular,6,may,207,1.0,363,2.0,failure,no
1740,33.0,management,married,tertiary,,no,403.0,yes,no,unknown,26,may,114,2.0,-1,0.0,unknown,no
1741,46.0,self-employed,married,secondary,,no,390.0,yes,no,cellular,31,jul,208,2.0,-1,0.0,unknown,no
1742,41.0,blue-collar,divorced,secondary,,no,1491.0,yes,no,unknown,6,jun,100,2.0,-1,0.0,unknown,no
1743,39.0,technician,married,tertiary,,no,101.0,no,no,,3,apr,441,1.0,-1,0.0,unknown,no
1744,59.0,unemployed,married,secondary,Porto,no,309.0,no,no,cellular,28,jan,300,1.0,-1,0.0,unknown,no
1745,,management,married,tertiary,Amadora,no,520.0,no,no,cellular,4,nov,158,1.0,-1,0.0,unknown,no
1746,26.0,unemployed,single,secondary,,no,4.0,no,n,unknown,7,sep,8,1.0,-1,,unknown,no
1747,26.0,student,single,tertiary,Porto,no,255.0,no,n,cellular,26,may,264,2.0,-1,0.0,unknown,no
1748,53.0,technician,single,secondary,Lisboa,no,6164.0,yes,no,cellular,17,nov,101,1.0,-1,0.0,unknown,no
1749,36.0,services,single,secondary,Lisboa,no,165.0,yes,no,cellular,18,may,182,2.0,-1,0.0,unknown,no
1750,38.0,services,divorced,primary,Amadora,no,188.0,no,n,unknown,11,jun,597,10.0,-1,0.0,unknown,no
1751,23.0,services,single,secondary,Lisboa,no,966.0,yes,n,unknown,4,jun,83,2.0,-1,0.0,unknown,no
1752,36.0,self-employed,married,tertiary,Lisboa,no,16430.0,yes,no,unknown,6,jun,197,3.0,-1,0.0,unknown,no
1753,60.0,unknown,married,unknown,Lisboa,no,5003.0,no,n,telephone,4,jun,125,5.0,-1,0.0,unknown,no
1754,33.0,technician,married,secondary,Porto,no,0.0,no,n,cellular,19,aug,78,3.0,-1,0.0,unknown,no
1755,35.0,management,single,tertiary,Lisboa,no,1422.0,yes,y,cellular,20,apr,28,7.0,272,3.0,other,no
1756,57.0,technician,married,secondary,,no,29.0,no,no,cellular,6,aug,122,2.0,-1,0.0,unknown,no
1757,38.0,services,married,secondary,Lisboa,no,-140.0,no,n,unknown,25,jun,456,3.0,-1,0.0,unknown,no
1758,58.0,retired,married,secondary,Porto,no,13189.0,no,yes,cellular,6,aug,181,2.0,-1,0.0,unknown,no
1759,40.0,,married,secondary,Porto,no,0.0,yes,no,cellular,11,may,657,1.0,-1,0.0,unknown,yes
1760,44.0,management,divorced,tertiary,,no,6285.0,yes,no,cellular,20,nov,136,3.0,125,2.0,other,no
1761,35.0,technician,married,secondary,,no,2789.0,yes,no,cellular,4,sep,256,2.0,94,1.0,failure,no
1762,53.0,blue-collar,married,secondary,,no,2047.0,no,no,telephone,30,jul,342,6.0,-1,0.0,unknown,no
1763,34.0,,divorced,tertiary,,no,338.0,yes,n,unknown,9,may,162,2.0,-1,0.0,unknown,no
1764,38.0,blue-collar,single,secondary,,no,0.0,no,n,cellular,30,apr,102,1.0,-1,0.0,unknown,no
1765,31.0,,married,secondary,Porto,no,388.0,yes,no,unknown,5,may,730,2.0,-1,0.0,unknown,no
1766,43.0,blue-collar,married,primary,Porto,no,0.0,no,no,cellular,22,jun,570,3.0,-1,0.0,unknown,no
1767,35.0,management,divorced,tertiary,Lisboa,no,538.0,yes,n,cellular,21,nov,109,2.0,193,4.0,failure,no
1768,43.0,management,married,tertiary,,no,8016.0,yes,no,unknown,15,may,422,3.0,-1,0.0,unknown,no
1769,34.0,management,married,secondary,,no,724.0,yes,no,cellular,25,may,305,1.0,-1,0.0,unknown,no
1770,41.0,services,single,primary,,no,5907.0,yes,no,,7,may,198,1.0,167,5.0,failure,no
1771,30.0,management,married,tertiary,,no,0.0,yes,no,cellular,27,aug,453,4.0,-1,0.0,unknown,no
1772,41.0,technician,married,secondary,,no,187.0,no,n,cellular,8,aug,387,2.0,-1,0.0,unknown,no
1773,28.0,blue-collar,married,secondary,,no,-114.0,yes,no,unknown,21,may,244,2.0,-1,0.0,unknown,no
1774,38.0,management,divorced,tertiary,,no,112.0,yes,n,cellular,7,aug,266,4.0,-1,0.0,unknown,no
1775,46.0,blue-collar,married,secondary,Lisboa,no,961.0,yes,n,telephone,17,apr,48,2.0,-1,0.0,unknown,no
1776,46.0,entrepreneur,married,secondary,,no,757.0,no,no,unknown,16,jun,382,3.0,-1,0.0,unknown,no
1777,43.0,entrepreneur,married,secondary,Lisboa,no,556.0,yes,no,cellular,17,jul,317,1.0,-1,0.0,unknown,no
1778,26.0,admin.,divorced,secondary,,no,1.0,no,n,cellular,16,jul,92,1.0,-1,0.0,unknown,no
1779,48.0,management,married,tertiary,Porto,no,10347.0,yes,no,cellular,31,jul,153,6.0,-1,0.0,unknown,no
1780,57.0,retired,married,tertiary,Lisboa,no,1180.0,yes,yes,unknown,14,may,191,2.0,-1,0.0,unknown,no
1781,30.0,technician,single,secondary,Coimbra,no,0.0,no,no,cellular,27,aug,109,2.0,-1,0.0,unknown,no
1782,43.0,management,single,tertiary,,no,2048.0,yes,no,cellular,5,aug,155,1.0,-1,0.0,unknown,no
1783,29.0,technician,married,tertiary,Porto,no,43.0,yes,no,unknown,20,may,68,2.0,-1,0.0,unknown,no
1784,39.0,entrepreneur,married,tertiary,,yes,-172.0,yes,n,cellular,15,may,562,2.0,-1,0.0,unknown,yes
1785,35.0,services,married,secondary,Porto,no,109.0,yes,no,unknown,6,may,597,3.0,-1,0.0,unknown,no
1786,39.0,technician,single,secondary,,no,-237.0,yes,n,cellular,14,may,64,2.0,-1,0.0,unknown,no
1787,43.0,blue-collar,married,secondary,,no,2160.0,no,no,cellular,8,sep,261,1.0,98,1.0,success,yes
1788,37.0,management,married,tertiary,Porto,no,2951.0,no,no,cellular,21,nov,101,3.0,-1,0.0,unknown,no
1789,46.0,management,married,tertiary,Porto,no,16.0,yes,no,cellular,6,may,304,1.0,-1,0.0,unknown,no
1790,59.0,,married,secondary,Lisboa,no,1376.0,no,y,unknown,9,may,61,4.0,-1,0.0,unknown,no
1791,41.0,management,single,tertiary,Porto,no,4477.0,no,no,cellular,4,aug,357,2.0,-1,0.0,unknown,no
1792,57.0,technician,married,primary,,no,0.0,no,no,cellular,16,jul,214,1.0,-1,0.0,unknown,no
1793,30.0,management,single,tertiary,,no,1028.0,no,no,cellular,4,feb,1294,2.0,-1,0.0,unknown,yes
1794,35.0,technician,single,tertiary,Lisboa,no,485.0,yes,n,unknown,29,may,205,5.0,-1,0.0,unknown,no
1795,35.0,management,single,tertiary,Lisboa,no,747.0,no,no,cellular,23,feb,141,2.0,176,3.0,failure,no
1796,26.0,services,married,secondary,,no,44.0,yes,y,cellular,4,feb,193,2.0,237,20.0,other,no
1797,45.0,blue-collar,married,unknown,,no,-72.0,yes,no,cellular,11,may,306,1.0,-1,0.0,unknown,no
1798,52.0,technician,married,secondary,,no,3577.0,no,yes,cellular,8,aug,62,,-1,0.0,unknown,no
1799,83.0,retired,married,primary,Lisboa,no,425.0,no,n,telephone,22,sep,773,1.0,92,2.0,success,yes
1800,36.0,technician,divorced,secondary,Porto,no,409.0,yes,n,unknown,20,may,25,1.0,-1,0.0,unknown,no
1801,,blue-collar,married,primary,Porto,no,630.0,yes,no,cellular,30,jul,219,5.0,-1,0.0,unknown,no
1802,39.0,management,divorced,tertiary,,no,1968.0,no,no,cellular,21,nov,648,,-1,0.0,unknown,yes
1803,36.0,management,married,tertiary,Lisboa,no,171.0,no,no,cellular,12,aug,92,2.0,-1,0.0,unknown,no
1804,58.0,management,married,tertiary,,no,3342.0,no,n,cellular,5,feb,344,5.0,-1,0.0,unknown,yes
1805,49.0,retired,married,primary,,no,-37.0,no,no,unknown,4,jul,191,2.0,-1,,unknown,no
1806,44.0,management,divorced,tertiary,,no,0.0,no,no,cellular,10,aug,71,1.0,-1,0.0,unknown,no
1807,30.0,management,single,tertiary,Lisboa,no,73.0,no,no,cellular,25,aug,114,6.0,-1,0.0,unknown,no
1808,45.0,blue-collar,married,primary,,no,512.0,no,n,cellular,26,aug,123,2.0,-1,0.0,unknown,no
1809,39.0,blue-collar,married,primary,Lisboa,no,1005.0,no,no,unknown,6,jun,158,2.0,-1,0.0,unknown,no
1810,29.0,management,married,tertiary,Porto,no,,yes,no,telephone,15,jul,91,2.0,-1,0.0,unknown,no
1811,28.0,blue-collar,single,secondary,Amadora,no,1011.0,yes,n,cellular,20,apr,204,3.0,-1,0.0,unknown,no
1812,40.0,management,single,tertiary,Lisboa,no,157.0,yes,no,unknown,15,may,68,2.0,-1,0.0,unknown,no
1813,47.0,blue-collar,married,secondary,Porto,no,1143.0,yes,n,unknown,4,jun,79,,-1,0.0,unknown,no
1814,23.0,unemployed,single,secondary,Lisboa,no,-503.0,yes,n,cellular,5,may,92,1.0,342,4.0,other,no
1815,60.0,,married,primary,,no,0.0,no,no,unknown,17,jun,442,1.0,-1,0.0,unknown,no
1816,26.0,administrator,single,secondary,Porto,no,236.0,yes,y,cellular,18,may,8,2.0,-1,0.0,unknown,no
1817,28.0,self-employed,single,tertiary,,no,75.0,yes,no,cellular,7,may,245,3.0,-1,0.0,unknown,no
1818,25.0,student,single,secondary,,no,1747.0,yes,no,cellular,24,jul,903,1.0,-1,0.0,unknown,yes
1819,47.0,self-employed,married,tertiary,,no,917.0,no,no,cellular,6,feb,518,3.0,212,5.0,failure,no
1820,46.0,management,married,tertiary,Lisboa,no,2817.0,no,no,cellular,17,sep,543,,-1,0.0,unknown,yes
1821,26.0,management,single,tertiary,,no,1646.0,no,no,cellular,18,sep,890,5.0,-1,0.0,unknown,yes
1822,35.0,management,married,tertiary,,no,38.0,no,no,cellular,26,aug,194,8.0,-1,0.0,unknown,no
1823,43.0,technician,divorced,secondary,Amadora,no,64.0,yes,no,cellular,14,aug,55,2.0,-1,0.0,unknown,no
1824,50.0,management,married,secondary,,no,,yes,n,unknown,5,may,180,2.0,-1,0.0,unknown,no
1825,52.0,housemaid,married,primary,Porto,no,994.0,no,no,cellular,17,jul,188,3.0,-1,0.0,unknown,no
1826,48.0,services,married,secondary,,no,35.0,no,no,cellular,6,aug,232,4.0,-1,0.0,unknown,no
1827,39.0,,single,tertiary,Porto,no,220.0,yes,no,unknown,8,may,87,2.0,-1,0.0,unknown,no
1828,50.0,admin.,married,unknown,Coimbra,no,-1137.0,yes,yes,unknown,20,jun,64,1.0,-1,0.0,unknown,no
1829,35.0,services,married,unknown,Porto,no,1935.0,yes,no,cellular,17,apr,97,2.0,318,2.0,other,no
1830,36.0,entrepreneur,married,secondary,,no,1412.0,yes,yes,cellular,25,jul,226,1.0,-1,0.0,unknown,no
1831,33.0,management,married,secondary,,no,369.0,no,n,cellular,25,may,115,,103,1.0,success,no
1832,49.0,admin.,single,secondary,,no,293.0,no,n,cellular,28,jun,452,1.0,-1,0.0,unknown,yes
1833,49.0,self-employed,married,tertiary,Lisboa,no,503.0,yes,no,cellular,27,feb,118,5.0,21,5.0,failure,no
1834,41.0,management,married,tertiary,,no,-456.0,no,n,cellular,14,apr,427,4.0,144,1.0,failure,no
1835,31.0,administrator,single,secondary,,no,98.0,yes,yes,unknown,12,may,159,3.0,-1,0.0,unknown,no
1836,58.0,housemaid,divorced,primary,,no,0.0,no,no,unknown,18,jun,290,2.0,-1,0.0,unknown,no
1837,33.0,services,married,tertiary,,no,546.0,yes,yes,cellular,3,feb,54,2.0,270,1.0,failure,no
1838,45.0,management,single,tertiary,,no,1411.0,no,n,cellular,28,may,-20,3.0,-1,0.0,unknown,no
1839,56.0,technician,married,secondary,,no,225.0,yes,no,unknown,12,jun,71,12.0,-1,0.0,unknown,no
1840,39.0,blue-collar,married,secondary,,no,8.0,no,y,cellular,18,nov,607,1.0,-1,0.0,unknown,no
1841,27.0,management,married,tertiary,Lisboa,no,54.0,yes,n,cellular,15,may,309,3.0,-1,0.0,unknown,no
1842,32.0,technician,single,secondary,,yes,-92.0,yes,n,cellular,6,may,139,1.0,363,1.0,other,no
1843,43.0,management,single,tertiary,Lisboa,no,0.0,no,n,cellular,11,aug,155,2.0,-1,0.0,unknown,no
1844,47.0,blue-collar,married,secondary,,no,290.0,yes,n,unknown,20,may,409,2.0,-1,0.0,unknown,no
1845,,management,married,tertiary,,no,17432.0,no,no,cellular,17,nov,102,1.0,-1,0.0,unknown,no
1846,41.0,blue-collar,married,secondary,,no,343.0,yes,n,unknown,14,may,89,7.0,-1,0.0,unknown,no
1847,53.0,services,married,secondary,,no,2774.0,no,yes,unknown,19,jun,193,1.0,-1,0.0,unknown,no
1848,30.0,technician,single,tertiary,,no,432.0,yes,yes,unknown,3,jun,180,3.0,-1,0.0,unknown,no
1849,24.0,student,single,unknown,Porto,no,0.0,no,n,cellular,4,may,90,2.0,-1,0.0,unknown,no
1850,55.0,technician,single,unknown,Lisboa,no,,no,no,unknown,9,jun,67,1.0,-1,0.0,unknown,no
1851,55.0,services,married,secondary,,no,-31.0,no,yes,cellular,13,aug,81,2.0,-1,0.0,unknown,no
1852,38.0,blue-collar,married,secondary,,no,1698.0,yes,y,cellular,21,jul,239,2.0,-1,0.0,unknown,no
1853,27.0,,married,secondary,Lisboa,no,3160.0,yes,no,cellular,5,may,209,5.0,343,1.0,failure,no
1854,30.0,self-employed,single,secondary,,no,5223.0,no,n,cellular,14,oct,404,2.0,-1,0.0,unknown,no
1855,34.0,blue-collar,married,secondary,Lisboa,no,490.0,yes,n,unknown,20,jun,55,12.0,-1,0.0,unknown,no
1856,39.0,,single,secondary,,no,649.0,yes,n,cellular,15,apr,668,1.0,-1,0.0,unknown,yes
1857,30.0,services,single,secondary,Lisboa,no,-114.0,yes,no,cellular,21,jul,396,2.0,-1,0.0,unknown,no
1858,30.0,administrator,married,secondary,,no,1081.0,no,no,cellular,16,jul,222,2.0,-1,0.0,unknown,no
1859,26.0,entrepreneur,married,unknown,,no,345.0,yes,yes,cellular,21,jul,149,4.0,-1,0.0,unknown,no
1860,46.0,services,married,secondary,Lisboa,no,523.0,no,n,unknown,15,may,504,3.0,-1,0.0,unknown,no
1861,34.0,management,married,tertiary,Lisboa,no,363.0,no,n,unknown,21,may,171,5.0,-1,0.0,unknown,no
1862,75.0,retired,divorced,tertiary,,no,3810.0,yes,n,cellular,16,nov,262,1.0,183,1.0,failure,yes
1863,57.0,management,married,tertiary,,no,2416.0,no,n,cellular,11,aug,74,2.0,-1,0.0,unknown,no
1864,58.0,management,single,tertiary,Braga,no,1387.0,yes,n,unknown,5,may,174,5.0,-1,0.0,unknown,no
1865,39.0,blue-collar,married,secondary,,no,-196.0,yes,no,cellular,8,may,127,2.0,-1,0.0,unknown,no
1866,35.0,technician,single,tertiary,Porto,no,0.0,no,no,cellular,11,aug,176,3.0,-1,0.0,unknown,no
1867,47.0,management,divorced,unknown,Lisboa,no,184.0,yes,no,cellular,10,jul,144,1.0,-1,0.0,unknown,no
1868,33.0,management,married,tertiary,,no,4020.0,yes,yes,cellular,15,apr,251,1.0,-1,0.0,unknown,no
1869,63.0,retired,married,secondary,,no,2896.0,no,no,cellular,4,mar,180,2.0,-1,0.0,unknown,yes
1870,40.0,blue-collar,divorced,primary,,no,-78.0,no,yes,cellular,17,nov,330,2.0,-1,0.0,unknown,no
1871,32.0,management,single,tertiary,,no,12686.0,yes,no,unknown,3,jun,54,1.0,-1,0.0,unknown,no
1872,44.0,blue-collar,single,primary,,no,,yes,no,cellular,5,may,157,,-1,0.0,unknown,no
1873,29.0,,single,secondary,,no,3851.0,no,no,cellular,2,nov,59,2.0,-1,0.0,unknown,no
1874,22.0,technician,single,secondary,Coimbra,no,28.0,yes,no,unknown,27,may,121,2.0,-1,0.0,unknown,no
1875,44.0,services,divorced,secondary,,no,20.0,no,n,unknown,9,jun,98,1.0,-1,0.0,unknown,no
1876,47.0,technician,married,tertiary,Lisboa,no,545.0,yes,no,cellular,12,aug,588,3.0,-1,0.0,unknown,no
1877,52.0,entrepreneur,married,primary,,no,2594.0,yes,n,telephone,21,nov,425,1.0,-1,0.0,unknown,no
1878,55.0,technician,married,secondary,,no,570.0,no,n,cellular,27,aug,94,6.0,-1,0.0,unknown,no
1879,60.0,management,divorced,primary,,no,2694.0,no,no,telephone,6,jul,295,1.0,-1,0.0,unknown,no
1880,35.0,technician,married,secondary,,no,18.0,yes,yes,cellular,14,may,62,2.0,-1,0.0,unknown,no
1881,53.0,management,divorced,tertiary,,no,-187.0,yes,n,cellular,31,jul,27,2.0,-1,0.0,unknown,no
1882,56.0,management,married,primary,Lisboa,no,-24.0,yes,no,unknown,7,may,305,3.0,-1,0.0,unknown,no
1883,54.0,administrator,married,primary,,no,0.0,yes,no,cellular,30,jan,520,3.0,-1,0.0,unknown,no
1884,51.0,management,married,tertiary,,no,2934.0,yes,no,cellular,18,nov,727,4.0,-1,0.0,unknown,no
1885,44.0,services,divorced,secondary,,no,-368.0,yes,no,cellular,5,may,895,1.0,-1,0.0,unknown,yes
1886,37.0,management,married,tertiary,,no,387.0,no,no,cellular,26,jul,128,2.0,419,1.0,failure,no
1887,33.0,management,single,tertiary,Porto,no,168.0,yes,no,unknown,13,may,155,1.0,-1,0.0,unknown,no
1888,25.0,admin.,single,secondary,,no,1871.0,no,n,cellular,8,sep,260,1.0,96,1.0,success,yes
1889,58.0,blue-collar,married,secondary,,no,4053.0,no,n,unknown,6,jun,160,2.0,-1,0.0,unknown,no
1890,29.0,technician,single,secondary,,no,6911.0,no,no,unknown,14,may,323,5.0,-1,0.0,unknown,no
1891,26.0,management,single,tertiary,,no,390.0,no,no,cellular,7,aug,325,1.0,-1,0.0,unknown,yes
1892,64.0,housemaid,married,primary,,no,67.0,no,n,telephone,14,dec,86,2.0,111,1.0,failure,no
1893,27.0,entrepreneur,married,secondary,Lisboa,no,554.0,yes,no,unknown,16,may,131,1.0,-1,0.0,unknown,no
1894,40.0,entrepreneur,married,secondary,,no,1238.0,yes,no,telephone,21,jul,50,2.0,-1,0.0,unknown,no
1895,31.0,unemployed,single,secondary,,no,2066.0,no,yes,cellular,21,aug,162,2.0,-1,0.0,unknown,no
1896,34.0,admin.,married,tertiary,,no,1.0,yes,no,cellular,17,jul,54,3.0,-1,0.0,unknown,no
1897,39.0,housemaid,married,primary,Amadora,no,-44.0,yes,no,unknown,27,may,228,1.0,-1,0.0,unknown,no
1898,31.0,management,single,tertiary,Lisboa,no,5691.0,yes,no,cellular,21,jul,357,1.0,-1,0.0,unknown,no
1899,38.0,admin.,married,primary,Lisboa,no,-175.0,yes,no,telephone,21,jul,86,9.0,-1,0.0,unknown,no
1900,47.0,housemaid,married,secondary,Porto,no,2524.0,no,n,cellular,12,oct,105,1.0,-1,0.0,unknown,yes
1901,45.0,technician,married,secondary,Porto,no,2403.0,no,no,cellular,13,feb,147,2.0,84,1.0,failure,no
1902,34.0,administrator,single,secondary,Lisboa,no,745.0,yes,yes,cellular,25,aug,76,1.0,-1,0.0,unknown,no
1903,31.0,unemployed,single,primary,,no,3652.0,no,no,cellular,1,jun,285,1.0,-1,0.0,unknown,no
1904,60.0,retired,divorced,tertiary,,no,380.0,no,n,cellular,21,jul,219,1.0,-1,0.0,unknown,no
1905,51.0,admin.,married,secondary,Braga,no,1415.0,yes,n,unknown,2,jun,151,3.0,-1,0.0,unknown,no
1906,29.0,services,married,primary,,no,549.0,yes,no,cellular,5,feb,205,,245,2.0,failure,no
1907,40.0,entrepreneur,married,secondary,,no,6403.0,no,n,cellular,22,sep,208,2.0,-1,0.0,unknown,yes
1908,43.0,management,married,tertiary,,no,177.0,no,no,unknown,20,jun,9,18.0,-1,0.0,unknown,no
1909,37.0,blue-collar,married,secondary,,no,954.0,yes,n,unknown,2,jun,402,9.0,-1,0.0,unknown,no
1910,22.0,student,single,secondary,Amadora,no,0.0,no,no,cellular,6,feb,229,6.0,-1,0.0,unknown,yes
1911,33.0,technician,single,secondary,Lisboa,no,781.0,yes,no,cellular,7,may,201,1.0,-1,0.0,unknown,no
1912,42.0,blue-collar,married,secondary,Lisboa,no,,yes,no,cellular,30,jan,82,2.0,-1,0.0,unknown,no
1913,58.0,management,divorced,tertiary,,no,4256.0,no,no,cellular,22,may,121,1.0,-1,0.0,unknown,no
1914,26.0,self-employed,single,tertiary,Lisboa,no,3044.0,yes,yes,cellular,17,apr,550,1.0,325,1.0,other,no
1915,53.0,management,single,secondary,Lisboa,no,5558.0,yes,n,cellular,21,nov,81,6.0,189,3.0,failure,no
1916,33.0,admin.,married,tertiary,Lisboa,no,882.0,no,no,telephone,21,oct,39,1.0,151,3.0,failure,no
1917,47.0,blue-collar,married,primary,,no,0.0,no,n,cellular,21,jul,71,1.0,-1,0.0,unknown,no
1918,30.0,management,married,tertiary,Lisboa,no,944.0,no,no,cellular,29,oct,251,2.0,-1,0.0,unknown,yes
1919,46.0,technician,divorced,secondary,Lisboa,no,741.0,yes,n,cellular,28,jan,83,1.0,258,1.0,other,no
1920,48.0,blue-collar,married,secondary,Lisboa,no,578.0,yes,no,cellular,2,feb,70,1.0,250,1.0,failure,no
1921,,blue-collar,divorced,secondary,Lisboa,no,272.0,yes,no,cellular,14,jul,51,2.0,-1,0.0,unknown,no
1922,56.0,retired,divorced,tertiary,Braga,no,-458.0,yes,no,cellular,15,may,406,4.0,296,3.0,failure,no
1923,,management,single,tertiary,,no,77.0,no,n,cellular,25,aug,342,3.0,-1,0.0,unknown,no
1924,57.0,retired,married,primary,,no,318.0,no,n,cellular,22,aug,371,4.0,-1,0.0,unknown,no
1925,23.0,admin.,single,secondary,,no,589.0,yes,no,cellular,6,may,62,1.0,-1,0.0,unknown,no
1926,55.0,services,married,primary,Porto,no,269.0,no,no,cellular,25,aug,89,,-1,0.0,unknown,no
1927,34.0,technician,divorced,secondary,,no,175.0,yes,no,cellular,14,may,21,8.0,-1,0.0,unknown,no
1928,25.0,blue-collar,single,secondary,,no,0.0,no,no,cellular,23,apr,163,1.0,-1,0.0,unknown,yes
1929,30.0,services,single,secondary,,no,-100.0,yes,yes,cellular,15,may,292,1.0,-1,0.0,unknown,no
1930,30.0,student,single,secondary,,no,155.0,no,n,cellular,3,jun,206,3.0,-1,0.0,unknown,no
1931,39.0,management,married,tertiary,,no,839.0,no,y,cellular,11,oct,-20,,774,11.0,failure,no
1932,47.0,blue-collar,married,secondary,Porto,no,39.0,yes,no,unknown,15,may,160,1.0,-1,0.0,unknown,no
1933,48.0,technician,single,secondary,Porto,no,957.0,no,no,cellular,26,aug,198,5.0,-1,0.0,unknown,no
1934,25.0,services,married,secondary,Lisboa,no,72.0,yes,no,cellular,23,jul,305,2.0,-1,0.0,unknown,no
1935,49.0,blue-collar,married,primary,,no,3.0,no,yes,cellular,9,jul,1439,6.0,-1,0.0,unknown,yes
1936,31.0,admin.,married,secondary,,no,89.0,no,no,unknown,7,may,297,3.0,-1,0.0,unknown,no
1937,60.0,retired,divorced,tertiary,,no,979.0,yes,no,cellular,15,jan,295,3.0,347,1.0,failure,yes
1938,45.0,management,married,tertiary,,no,1866.0,no,no,unknown,11,jun,116,7.0,-1,0.0,unknown,no
1939,48.0,,divorced,secondary,Porto,no,1282.0,yes,no,cellular,11,may,123,2.0,343,2.0,other,no
1940,23.0,technician,single,tertiary,Braga,no,1129.0,yes,n,unknown,28,may,806,1.0,-1,0.0,unknown,yes
1941,,blue-collar,single,unknown,,no,422.0,no,no,unknown,16,jun,140,1.0,-1,0.0,unknown,no
1942,28.0,admin.,divorced,secondary,,no,451.0,yes,no,cellular,13,may,302,1.0,301,1.0,success,yes
1943,57.0,management,married,primary,Amadora,no,687.0,yes,yes,telephone,21,jul,107,3.0,-1,0.0,unknown,no
1944,59.0,,married,primary,Lisboa,no,46.0,no,no,telephone,29,jul,44,2.0,-1,0.0,unknown,no
1945,37.0,blue-collar,married,secondary,,no,222.0,yes,n,cellular,15,may,7,6.0,357,1.0,failure,no
1946,31.0,blue-collar,married,secondary,,no,99.0,yes,n,cellular,29,jan,653,3.0,-1,0.0,unknown,no
1947,39.0,housemaid,married,secondary,Porto,no,953.0,no,n,cellular,30,jan,23,6.0,232,3.0,other,no
1948,37.0,services,married,secondary,Lisboa,no,1616.0,yes,no,cellular,28,jul,418,3.0,-1,0.0,unknown,no
1949,35.0,technician,married,secondary,,no,-499.0,yes,n,cellular,28,jul,488,4.0,-1,0.0,unknown,no
1950,30.0,student,single,tertiary,,no,2539.0,no,no,telephone,5,mar,199,5.0,-1,0.0,unknown,yes
1951,29.0,unemployed,single,secondary,,no,1055.0,no,no,cellular,23,sep,427,1.0,603,1.0,failure,yes
1952,49.0,management,married,tertiary,Lisboa,no,735.0,yes,no,unknown,13,may,50,3.0,-1,0.0,unknown,no
1953,32.0,technician,single,tertiary,Lisboa,no,696.0,no,yes,cellular,13,aug,101,4.0,105,4.0,failure,no
1954,28.0,administrator,single,secondary,,no,89.0,yes,y,cellular,6,feb,172,2.0,-1,0.0,unknown,no
1955,51.0,blue-collar,married,primary,Lisboa,no,4497.0,yes,no,unknown,15,may,276,3.0,-1,0.0,unknown,no
1956,49.0,self-employed,single,tertiary,Porto,no,-341.0,no,yes,cellular,18,nov,920,2.0,-1,0.0,unknown,no
1957,31.0,unemployed,married,tertiary,Lisboa,no,232.0,yes,no,cellular,13,may,53,3.0,-1,0.0,unknown,no
